Australian Bureau of Statistics

"2016 Census - Counting Persons, Place of Usual Residence (MB)"
"SA1 (UR) by AGE5P - Age in Five Year Groups"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"AGE5P - Age in Five Year Groups","0-4 years","5-9 years","10-14 years","15-19 years","20-24 years","25-29 years","30-34 years","35-39 years","40-44 years","45-49 years","50-54 years","55-59 years","60-64 years","65-69 years","70-74 years","75-79 years","80-84 years","85-89 years","90-94 years","95-99 years","100 years and over","Total",
"SA1 (UR)",
"1122421",36,41,26,38,71,71,60,56,43,36,39,34,39,40,22,19,9,9,8,0,0,684,
"1122422",30,30,28,44,57,36,39,33,45,46,55,35,37,29,19,14,19,3,5,0,0,611,
"1122423",18,12,8,12,43,29,17,13,14,21,23,31,10,21,20,19,14,6,0,0,0,331,
"1122424",19,5,7,17,47,38,37,19,27,29,23,15,25,19,11,8,3,4,4,0,0,370,
"1122425",22,13,12,13,73,39,44,30,26,22,32,38,24,19,22,9,12,12,0,0,0,451,
"1122426",26,19,24,35,54,33,33,28,39,35,42,35,44,35,18,29,23,11,7,0,0,577,
"1122427",33,45,33,28,32,32,28,41,36,35,33,49,43,35,22,19,14,8,3,0,0,580,
"1122428",24,18,24,18,33,13,13,25,26,30,17,23,20,24,7,16,15,6,4,0,0,359,
"1122429",14,40,34,28,37,19,13,14,45,36,44,35,32,25,21,11,15,12,0,0,0,483,
"1122430",21,39,33,35,21,11,9,15,35,33,35,28,33,27,10,11,3,11,3,0,0,417,
"1122431",29,30,33,24,26,21,22,27,42,29,37,23,33,20,19,18,18,16,7,0,0,478,
"1122432",6,17,16,11,27,15,16,12,14,11,11,24,18,12,9,5,3,0,6,0,0,236,
"1122501",39,32,33,39,32,35,29,45,48,38,35,43,25,17,15,15,8,12,9,0,0,553,
"1122502",39,31,20,23,8,11,23,32,27,21,17,14,12,17,9,0,7,0,0,0,0,303,
"1122503",27,18,22,12,33,18,25,33,29,26,10,28,18,22,12,10,15,9,4,0,0,382,
"1122504",43,37,34,49,48,51,49,41,51,43,54,30,38,25,33,19,19,23,21,5,0,703,
"1122505",35,21,33,24,30,25,37,24,32,29,28,16,15,10,4,9,3,10,0,0,0,398,
"1122506",30,26,21,18,21,21,25,28,25,19,22,17,7,9,7,4,3,5,0,0,0,305,
"1122507",12,22,19,25,32,33,14,15,22,25,25,41,36,20,19,18,16,5,5,3,0,413,
"1122508",28,53,55,44,22,13,24,22,43,59,54,24,29,33,16,19,12,15,4,0,0,559,
"1122509",21,24,20,21,23,11,15,22,20,26,21,21,17,8,13,14,8,11,3,0,0,333,
"1122510",13,13,29,21,11,13,16,22,16,31,16,19,12,15,16,6,9,11,10,0,0,296,
"1122511",32,26,22,15,22,20,34,22,40,14,32,23,18,4,16,10,8,5,0,0,0,365,
"1122512",21,24,27,15,19,21,27,21,16,28,18,24,24,23,15,18,6,4,3,0,0,364,
"1122513",31,58,49,38,28,4,19,38,48,48,48,44,41,30,20,18,16,12,0,7,0,602,
"1122514",40,38,21,28,45,34,39,38,25,33,33,37,26,25,18,18,17,8,6,0,0,522,
"1122515",18,21,15,20,19,16,20,18,27,29,22,21,13,5,11,3,3,3,0,0,0,286,
"1122516",25,23,30,28,41,46,40,28,43,29,27,30,14,14,13,11,15,15,5,0,0,480,
"1122517",22,17,22,16,20,27,26,16,16,13,28,25,23,11,16,5,13,6,0,0,0,323,
"1122518",38,24,37,21,28,26,38,26,32,35,34,26,20,14,22,10,11,11,4,0,0,460,
"1122519",33,20,25,22,33,31,31,39,29,24,36,30,28,30,13,5,12,3,6,0,0,447,
"1122520",12,14,20,17,20,6,4,14,27,24,15,16,10,10,6,0,3,4,0,0,0,228,
"1122521",29,35,45,37,22,7,13,35,40,38,29,34,21,21,5,7,5,0,0,0,0,418,
"1122522",18,20,27,33,22,13,6,11,25,25,29,38,7,6,10,7,0,3,0,0,0,308,
"1122523",29,22,19,21,34,34,29,28,36,32,37,28,39,17,28,13,26,4,4,0,0,467,
"1122524",22,27,29,36,39,47,30,23,34,37,38,27,28,11,16,13,8,4,0,0,0,480,
"1122525",24,25,29,20,14,17,20,34,29,33,29,17,25,28,18,16,12,5,3,0,0,404,
"1122526",25,37,49,36,44,44,46,25,33,46,42,48,37,21,18,10,11,6,4,0,0,581,
"1122527",16,20,12,13,17,16,11,21,23,8,20,17,17,13,10,8,6,5,3,0,0,255,
"1122528",19,21,26,24,33,5,6,19,13,35,25,27,31,23,18,14,11,3,0,0,0,359,
"1122529",12,24,21,15,19,9,13,21,27,21,14,23,19,12,8,11,3,12,6,0,0,272,
"1122530",31,27,39,25,27,23,29,29,44,35,43,39,32,24,11,12,9,9,4,0,0,498,
"1122531",19,25,20,17,22,23,14,12,25,27,23,21,18,14,17,10,3,7,4,0,0,310,
"1122532",10,20,13,20,21,26,6,18,38,16,24,17,23,16,12,7,5,12,4,0,0,310,
"1122533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,
"1122534",25,33,28,28,31,8,18,27,32,34,27,39,32,29,28,12,3,3,0,3,0,455,
"1122535",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"1122536",22,24,25,21,12,9,19,23,18,26,14,7,17,23,22,13,9,3,0,0,0,316,
"1122537",37,37,30,20,22,19,31,31,39,32,25,16,11,6,11,0,0,11,0,0,0,382,
"1122538",26,20,19,10,29,28,40,33,30,34,28,26,17,21,25,11,11,6,5,0,0,417,
"1122539",38,28,33,12,38,34,47,33,38,22,31,35,32,41,23,14,4,3,3,0,0,512,
"1122540",39,29,19,26,28,38,41,32,28,27,27,17,23,27,10,7,8,6,4,0,0,456,
"1122541",5,14,22,14,22,30,10,5,14,39,25,17,12,24,17,8,4,8,0,0,0,281,
"1122542",12,15,14,9,14,18,18,10,17,14,17,14,20,16,14,4,6,3,0,0,0,236,
"1122543",28,40,48,36,14,19,30,31,55,26,35,33,21,21,18,16,12,4,3,0,0,478,
"1122601",34,28,27,45,29,20,37,23,28,33,28,44,31,23,12,17,11,6,0,0,0,474,
"1122602",15,17,15,15,21,7,4,20,19,21,13,23,16,0,8,0,0,0,0,0,0,219,
"1122603",41,53,78,63,40,38,53,50,71,54,40,29,32,17,25,14,3,0,0,0,0,709,
"1122604",23,14,15,7,15,24,17,19,14,18,19,37,28,10,11,0,0,0,4,0,0,284,
"1122605",33,38,62,41,47,21,23,38,59,59,39,42,23,19,10,10,0,0,0,0,0,567,
"1122606",15,35,16,29,23,12,13,32,29,27,18,9,19,14,9,0,0,0,0,0,0,290,
"1122607",38,61,50,57,22,20,29,53,51,59,42,20,9,11,9,7,0,0,0,0,0,527,
"1122608",30,34,43,41,29,29,33,36,43,44,25,21,9,22,10,6,4,0,0,0,0,467,
"1122609",16,25,35,36,40,27,24,24,38,34,33,32,34,23,8,12,6,8,0,0,0,463,
"1122610",16,28,17,17,27,15,23,22,24,14,20,26,17,10,11,4,9,8,0,0,0,304,
"1122611",17,18,12,12,23,14,18,18,19,16,12,17,30,11,10,3,9,4,0,0,0,273,
"1122612",221,183,108,84,67,132,189,184,154,96,53,44,41,32,21,7,0,0,0,0,0,1634,
"1122613",25,22,39,38,19,23,18,20,33,27,20,10,6,10,12,8,3,0,0,0,0,344,
"1122614",31,25,49,27,27,27,14,23,34,27,37,31,36,20,7,3,4,0,0,0,0,421,
"1122615",28,33,44,33,31,20,28,35,35,36,23,30,31,20,6,5,5,0,0,0,0,452,
"1122616",16,31,25,32,10,12,3,19,30,26,14,5,15,15,3,0,0,0,0,0,0,261,
"1122617",23,19,24,24,23,17,17,16,27,16,23,28,17,6,6,5,3,0,0,0,0,289,
"1122618",31,31,28,24,28,28,41,28,30,23,35,27,31,22,17,4,7,0,0,0,0,415,
"1122619",24,19,21,14,24,24,24,19,18,26,15,20,17,28,15,13,4,5,4,0,0,331,
"1122620",13,3,16,10,19,15,18,17,13,10,7,20,15,23,11,0,0,0,0,0,0,224,
"1122621",17,12,7,12,12,7,12,13,7,11,20,17,17,12,3,4,6,0,0,0,0,195,
"1122622",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,
"1122623",33,28,27,35,30,26,25,14,22,24,26,16,25,15,12,8,0,6,0,0,0,366,
"1122624",22,24,34,40,28,16,20,16,31,34,35,20,8,17,12,6,0,0,0,0,0,363,
"1122625",36,32,22,22,36,26,37,38,19,36,26,36,29,18,14,0,3,0,0,0,0,439,
"1122626",24,28,21,34,24,30,25,26,32,33,31,25,13,12,13,8,9,7,0,0,0,412,
"1122627",21,15,20,25,23,15,20,15,12,18,24,20,13,8,6,4,5,0,0,0,0,275,
"1122628",36,21,38,25,25,26,35,36,29,36,26,19,20,18,14,3,5,0,0,0,0,417,
"1122629",37,50,48,50,34,18,33,42,44,32,35,14,15,16,9,3,5,0,0,0,0,483,
"1122630",149,149,109,79,94,76,128,121,134,96,67,44,29,17,18,8,9,0,0,0,0,1327,
"1122631",0,0,5,0,0,3,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,16,
"1122632",18,28,38,37,20,13,17,24,36,43,22,11,17,10,10,3,0,0,0,0,0,340,
"1122701",6,6,17,23,29,18,11,10,16,21,22,19,22,17,3,4,3,4,0,0,0,256,
"1122702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"1122703",18,25,10,10,24,23,25,22,21,13,17,11,15,7,11,6,8,0,5,0,0,279,
"1122704",13,16,4,12,20,42,31,25,23,16,18,25,19,12,4,15,6,5,3,0,0,310,
"1122705",19,22,11,6,14,38,48,29,24,20,26,16,20,9,9,7,10,0,0,0,0,325,
"1122706",35,15,21,14,44,41,39,42,29,30,32,32,26,21,12,10,3,7,0,0,0,447,
"1122707",27,25,21,27,47,56,47,27,32,35,61,39,22,27,13,15,5,4,8,0,0,549,
"1122708",41,34,19,16,42,42,44,50,21,24,25,42,24,22,11,5,6,10,4,0,0,478,
"1122709",24,12,3,14,28,34,38,24,18,23,15,19,11,20,16,9,7,7,0,0,0,332,
"1122710",34,23,26,28,43,62,34,26,32,38,20,27,19,16,10,0,3,0,0,0,0,443,
"1122711",47,18,20,21,42,53,59,32,30,25,38,25,23,17,5,7,9,7,5,0,0,485,
"1122712",18,12,6,16,9,19,21,11,17,20,11,13,12,13,9,4,3,4,0,0,0,222,
"1122713",35,40,28,25,65,52,40,45,33,42,36,39,29,30,16,13,15,4,4,4,0,601,
"1122714",38,39,27,30,38,61,52,25,37,36,40,32,30,19,25,12,17,10,4,0,0,574,
"1122715",12,9,3,9,26,29,20,15,14,13,18,25,36,33,30,23,30,41,39,13,0,446,
"1122716",4,12,14,26,26,18,8,3,21,14,17,36,24,28,16,9,12,8,0,0,0,284,
"1122717",22,24,33,34,48,32,36,23,28,36,26,33,25,19,12,8,5,0,0,0,0,457,
"1122718",30,21,16,18,36,47,49,38,31,31,25,20,29,16,11,13,12,5,3,0,0,431,
"1122719",39,22,26,16,20,46,41,32,37,35,34,22,30,16,14,8,8,11,0,0,0,455,
"1122720",32,21,18,13,31,51,41,27,31,27,25,31,31,22,20,12,5,0,3,0,0,435,
"1122721",28,12,4,14,31,30,39,36,14,22,24,29,32,22,9,5,6,3,0,0,0,373,
"1122722",8,7,5,12,41,16,17,8,18,5,12,15,20,7,7,13,3,8,0,0,0,233,
"1122723",16,14,18,30,49,26,35,28,14,25,35,32,32,19,27,30,35,25,35,6,3,523,
"1122724",35,21,24,19,39,41,41,41,36,39,37,46,21,24,11,3,5,5,3,0,0,492,
"1122725",25,21,28,22,43,57,34,18,24,35,29,21,19,9,10,11,7,7,0,0,0,407,
"1122726",18,19,9,12,25,22,28,18,26,22,15,22,20,14,16,11,4,9,0,0,0,317,
"1122727",22,24,19,18,28,27,29,26,19,24,17,16,9,9,4,5,0,3,0,0,0,300,
"1122728",20,19,18,31,41,38,46,20,18,39,32,48,37,32,12,11,10,4,0,0,0,467,
"1122729",26,24,29,28,29,43,43,45,40,24,28,37,34,26,6,7,9,0,3,0,0,482,
"1122730",42,20,19,24,65,58,48,41,22,32,37,28,28,10,16,13,4,6,3,0,0,530,
"1122731",38,43,22,28,57,65,66,36,33,34,27,38,21,21,16,9,13,3,3,0,0,570,
"1122732",24,27,21,15,34,42,47,32,42,24,39,51,33,25,21,17,6,6,3,0,0,520,
"1122733",27,12,3,17,31,43,45,24,20,22,24,32,21,16,18,12,11,7,0,0,0,398,
"1122734",37,24,13,13,32,43,45,37,32,23,31,29,30,17,14,10,9,7,0,0,0,456,
"1122735",29,16,17,13,33,40,43,25,28,31,16,35,15,14,15,10,5,9,0,0,0,397,
"1122736",28,26,26,25,49,79,53,34,43,29,40,24,24,25,10,20,19,18,27,13,0,610,
"1122801",43,56,36,25,20,19,37,42,43,40,20,25,16,18,25,31,22,19,18,0,3,569,
"1122802",22,55,43,35,14,12,17,33,36,45,30,32,24,21,26,25,22,12,5,0,0,513,
"1122803",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"1122804",20,30,25,34,29,24,19,19,24,27,32,28,18,9,8,4,6,0,3,0,0,354,
"1122805",17,7,10,11,27,7,14,13,12,16,30,39,26,23,4,12,12,3,0,0,0,282,
"1122806",25,36,39,37,19,14,18,25,38,42,38,40,37,29,7,11,0,4,3,0,0,470,
"1122807",28,40,48,44,57,39,29,32,52,48,48,50,30,58,14,18,11,6,6,3,0,676,
"1122808",27,33,42,34,30,16,14,23,34,38,27,29,25,22,15,15,10,6,4,0,0,447,
"1122809",23,25,17,20,24,64,29,32,26,32,26,37,26,22,13,12,8,6,4,0,0,456,
"1122810",19,32,20,28,43,40,40,44,46,25,41,46,30,32,41,24,9,10,0,0,0,568,
"1122811",29,38,39,43,39,14,18,19,41,43,48,44,48,22,16,11,4,6,3,0,0,518,
"1122812",22,52,48,29,35,15,14,28,49,36,41,31,30,25,20,11,14,0,3,0,0,517,
"1122813",33,35,23,30,36,27,22,32,41,35,44,31,22,18,13,9,3,3,0,0,0,467,
"1122814",29,31,19,23,49,50,43,36,25,30,23,30,28,26,12,4,5,8,0,0,0,470,
"1122815",10,11,11,9,19,54,40,18,27,19,10,18,22,10,7,11,9,4,5,4,0,301,
"1122816",15,9,9,10,22,32,38,24,18,12,24,12,12,14,18,9,9,10,5,0,0,303,
"1122817",33,32,16,20,78,74,70,39,40,28,32,22,28,17,3,5,7,9,0,0,0,539,
"1122818",39,35,45,30,35,37,38,46,49,48,25,30,18,32,20,20,13,4,6,0,0,558,
"1122819",16,27,15,13,28,14,18,16,18,20,15,26,15,8,12,0,0,0,0,0,0,280,
"1122820",20,36,39,36,36,20,13,13,26,57,35,39,40,27,26,19,9,8,3,0,0,491,
"1122821",27,28,26,17,14,20,10,30,39,19,28,31,12,17,25,24,14,3,0,3,0,390,
"1122822",29,14,13,18,27,27,28,28,18,17,22,22,22,13,9,11,3,6,0,0,0,327,
"1122823",18,3,7,9,40,57,25,22,16,21,8,19,14,8,5,4,3,3,0,0,0,286,
"1122824",14,14,10,5,19,39,22,24,20,17,18,18,17,11,9,6,10,10,0,0,0,280,
"1122825",11,17,25,12,22,53,26,26,18,17,27,17,15,14,10,10,8,13,4,0,0,344,
"1122826",22,29,28,34,44,94,40,34,31,43,53,53,35,30,15,15,19,13,4,5,0,624,
"1122827",15,19,21,24,31,26,19,19,31,45,27,40,28,29,24,11,7,5,0,0,0,433,
"1122828",11,15,26,25,27,25,15,23,18,23,26,26,14,14,4,6,10,13,3,3,0,335,
"1122829",33,33,32,27,64,89,48,48,37,38,42,40,20,27,5,7,8,6,5,0,0,600,
"1122830",23,12,8,13,20,26,31,22,20,21,35,16,24,26,13,18,12,6,0,0,0,349,
"1122831",21,32,34,31,12,10,13,24,40,30,47,28,28,18,9,5,15,15,0,0,0,420,
"1122832",16,26,23,29,39,45,40,23,26,20,42,50,35,26,10,6,3,9,0,0,0,480,
"1122901",15,8,14,6,41,73,60,28,21,24,21,21,24,24,19,14,8,0,0,0,0,439,
"1122902",14,24,17,25,46,74,44,21,38,21,20,27,30,27,15,17,7,8,0,0,0,475,
"1122903",17,6,7,12,37,72,64,39,23,30,58,53,74,54,38,26,5,11,0,0,0,612,
"1122904",10,4,10,23,64,102,56,36,27,27,40,35,39,29,15,18,7,6,7,0,0,549,
"1122905",16,26,20,18,61,77,62,39,30,56,52,48,41,47,25,14,5,10,0,0,0,658,
"1122906",5,3,0,12,53,46,36,24,14,13,8,6,13,11,5,6,0,4,0,0,0,269,
"1122907",19,0,4,14,52,109,91,57,39,46,36,74,53,53,44,34,10,5,3,0,0,748,
"1122908",15,20,9,4,22,51,46,22,27,9,24,21,17,26,19,10,7,10,6,0,0,363,
"1122909",18,11,13,22,27,43,22,19,10,32,35,26,29,24,15,12,3,4,0,0,0,370,
"1122910",13,11,11,10,43,65,48,24,14,17,13,12,12,17,9,10,3,3,0,0,0,336,
"1122911",16,17,24,26,101,87,63,54,36,30,20,24,34,29,15,9,5,7,4,0,0,598,
"1122912",10,5,6,13,30,21,28,15,17,16,37,30,18,15,13,9,3,4,0,0,0,298,
"1122913",20,22,12,11,22,24,18,19,26,25,29,32,22,26,22,6,12,7,3,0,0,347,
"1122914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"1122915",6,6,0,4,51,35,26,20,25,18,17,33,22,30,13,10,8,10,0,0,0,323,
"1122916",13,18,10,16,51,78,45,25,29,27,18,13,19,8,4,11,0,3,0,0,0,403,
"1122917",7,11,15,13,47,54,36,20,18,24,18,31,19,4,8,3,5,3,0,0,0,338,
"1122918",19,16,11,21,56,64,34,40,27,25,25,21,10,12,5,0,0,0,0,0,0,381,
"1122919",7,18,12,14,57,68,51,39,36,22,26,39,41,13,11,6,9,0,0,0,0,476,
"1122920",21,22,9,10,9,12,16,12,25,17,22,15,24,18,6,3,0,4,0,4,0,246,
"1122921",3,9,9,13,25,10,12,17,7,9,15,11,9,9,10,9,8,0,0,0,0,195,
"1122922",14,19,26,38,26,36,19,25,22,28,36,36,28,10,15,3,7,0,0,0,0,389,
"1122923",15,11,11,17,52,84,46,35,47,53,52,38,28,18,14,17,3,3,0,0,0,541,
"1122924",14,33,38,24,52,28,19,16,23,35,22,24,17,8,8,3,6,0,3,0,0,379,
"1122925",30,28,31,50,64,77,47,43,41,53,37,48,46,36,31,20,7,4,7,0,0,705,
"1122926",11,7,12,5,48,55,33,22,20,20,24,27,11,12,13,5,3,0,0,0,0,333,
"1123001",0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,16,
"1123101",35,19,10,16,75,58,44,28,20,13,11,15,7,13,16,9,6,3,4,0,0,391,
"1123102",16,25,25,22,53,41,27,21,15,17,20,17,20,16,8,0,18,10,6,0,0,383,
"1123103",18,18,14,39,131,80,25,24,16,15,21,17,9,8,0,7,0,5,4,0,0,454,
"1123104",28,28,33,54,120,75,47,30,32,34,26,27,13,19,10,8,16,14,9,0,0,625,
"1123105",8,9,6,10,18,7,8,12,17,5,13,6,11,19,17,20,30,45,37,5,3,303,
"1123106",0,5,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
"1123107",3,9,7,12,3,0,5,3,9,3,7,8,7,8,5,0,0,0,0,0,0,87,
"1123108",38,33,28,35,50,50,28,30,34,26,33,29,25,18,27,26,9,5,6,0,0,514,
"1123109",38,39,46,28,61,61,50,36,42,30,40,27,30,34,35,18,13,3,4,0,0,634,
"1123110",27,20,30,35,116,66,40,21,21,23,26,20,27,25,27,10,8,7,3,0,0,557,
"1123111",43,29,17,23,27,45,32,28,23,22,26,19,34,28,31,42,21,12,4,0,0,501,
"1123112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"1123113",28,20,16,26,69,39,34,31,13,10,37,18,12,17,15,14,20,8,0,0,0,420,
"1123114",35,33,21,54,197,81,46,39,26,14,18,15,12,5,8,6,10,5,4,0,0,634,
"1123115",22,19,22,15,54,39,26,24,25,14,29,28,16,18,12,8,15,10,0,0,0,406,
"1123116",41,25,25,22,74,35,33,32,26,13,23,23,16,16,14,10,6,16,3,0,0,443,
"1123117",8,15,3,12,17,17,22,8,6,14,18,15,14,12,9,7,11,0,0,0,0,216,
"1123118",12,3,9,13,38,23,19,13,12,8,9,10,3,14,6,5,0,0,0,0,0,197,
"1123119",51,27,22,26,104,83,63,41,29,21,14,17,19,8,10,5,5,4,3,0,0,549,
"1123120",31,38,20,26,36,33,37,24,14,8,7,9,8,5,6,8,4,6,4,0,0,324,
"1123121",30,5,13,21,59,56,30,28,17,12,15,11,6,8,3,9,4,0,0,0,0,323,
"1123122",30,26,15,21,73,56,34,32,33,11,12,23,15,14,20,8,8,8,0,0,0,435,
"1123123",48,53,40,34,103,71,56,46,33,35,18,25,15,15,7,5,9,10,6,0,0,621,
"1123124",15,26,13,59,236,114,57,26,19,17,23,15,13,12,8,22,8,5,5,0,0,692,
"1123125",0,0,0,529,731,45,9,6,0,0,6,0,3,0,3,0,0,0,0,0,0,1327,
"1123126",23,10,8,20,77,32,33,18,19,14,19,11,17,24,23,21,30,35,29,3,0,474,
"1123201",33,19,29,22,11,27,17,25,25,32,22,26,28,25,21,12,5,9,6,0,0,373,
"1123202",13,19,23,15,15,26,19,18,38,23,29,42,40,27,11,15,13,4,0,0,0,396,
"1123203",9,17,20,15,12,22,10,15,19,24,27,41,45,33,31,16,14,11,0,0,0,382,
"1123204",17,14,24,23,28,29,27,34,26,32,30,44,54,32,31,23,20,12,0,0,0,480,
"1123205",14,24,25,26,25,19,23,24,30,29,39,30,40,27,11,14,8,5,6,0,0,400,
"1123206",31,27,6,10,13,30,22,28,18,13,30,28,27,23,14,13,9,6,0,0,0,335,
"1123207",29,23,42,33,22,32,15,29,32,39,38,51,49,32,10,8,8,3,3,0,0,498,
"1123208",10,15,17,19,13,14,23,16,23,25,20,28,28,7,20,21,29,34,37,8,5,417,
"1123209",27,21,27,26,20,23,21,25,28,39,44,34,31,31,25,19,4,7,0,0,0,459,
"1123210",0,11,3,7,3,5,11,7,7,10,7,4,3,7,5,7,0,3,0,0,0,108,
"1123211",0,0,0,0,0,0,0,7,14,38,101,73,40,16,13,5,0,0,0,0,0,307,
"1123212",32,32,26,20,19,46,43,27,28,27,35,62,100,169,126,74,36,16,3,0,0,930,
"1123213",0,7,3,7,6,7,5,0,13,14,25,30,89,144,134,112,82,39,6,0,0,729,
"1123214",13,22,14,19,21,12,16,15,19,22,42,40,62,92,73,60,15,10,0,0,0,568,
"1123215",152,110,66,61,57,87,119,124,83,88,62,46,35,28,5,4,4,0,0,0,0,1111,
"1123216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"1123301",24,14,13,22,30,41,30,27,25,15,22,15,12,12,11,13,12,17,4,0,0,368,
"1123302",26,20,21,9,35,39,30,19,18,31,21,10,33,32,19,14,14,9,0,0,0,387,
"1123303",31,28,28,27,41,31,48,37,33,34,28,36,24,21,19,20,23,3,5,0,0,508,
"1123304",54,43,50,29,54,74,48,39,47,32,34,41,45,41,45,21,17,4,3,0,0,731,
"1123305",29,31,26,32,67,48,29,30,41,49,49,39,36,25,29,26,17,12,8,0,0,626,
"1123306",20,21,8,23,18,27,32,18,25,22,18,25,22,25,28,29,39,39,31,10,0,485,
"1123307",0,0,0,4,6,0,0,3,4,6,7,5,6,19,54,88,72,57,30,10,0,371,
"1123308",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,
"1123309",32,24,26,25,39,41,24,20,25,19,25,36,27,31,24,18,11,3,0,0,0,467,
"1123310",37,32,29,32,38,47,43,35,46,37,48,51,34,38,33,14,16,8,0,0,0,634,
"1123311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"1123312",31,30,36,33,66,44,21,36,28,31,32,28,20,17,9,13,6,0,3,0,0,489,
"1123313",39,22,12,8,24,33,22,12,12,10,13,13,4,5,0,5,3,3,0,0,0,242,
"1123314",16,23,30,22,35,28,24,23,30,23,24,20,20,21,27,19,3,0,0,0,0,393,
"1123315",33,27,20,28,28,37,30,24,22,32,27,28,25,32,23,15,14,8,0,4,0,464,
"1123316",33,34,35,39,29,39,43,41,42,25,17,42,56,32,21,10,10,6,5,5,0,572,
"1123317",34,22,18,22,70,53,40,42,24,27,29,17,32,32,21,20,5,9,0,0,0,518,
"1123318",21,17,19,25,17,25,20,22,16,16,32,33,39,27,28,18,21,13,6,0,0,413,
"1123319",65,50,47,46,44,47,42,54,54,44,46,29,45,28,28,13,6,5,0,0,0,683,
"1123320",21,32,32,28,20,16,34,20,30,26,18,28,23,21,9,10,0,6,0,0,0,366,
"1123321",49,23,29,31,45,39,35,46,31,38,44,37,31,46,15,19,3,0,0,0,0,564,
"1123322",21,26,26,25,23,18,22,27,31,16,26,24,21,20,16,13,26,6,0,0,0,396,
"1123323",32,47,23,13,17,31,42,26,25,20,18,32,29,23,29,15,5,9,6,0,0,426,
"1123324",19,24,25,24,32,32,25,22,24,32,26,30,21,28,20,10,10,9,0,0,0,414,
"1123325",32,23,28,32,24,22,34,31,40,26,24,26,33,40,37,11,3,3,6,0,0,491,
"1123326",6,18,16,14,12,10,8,14,14,16,15,21,9,23,15,9,0,0,0,0,0,214,
"1123327",44,47,29,38,13,34,53,47,37,28,28,19,24,56,59,26,7,8,0,0,0,590,
"1123328",18,25,33,39,22,16,14,15,31,29,26,38,41,39,16,18,6,7,0,0,0,440,
"1123329",22,21,32,31,31,17,23,19,27,29,36,43,34,19,20,3,11,3,0,0,0,413,
"1123330",14,20,32,41,40,20,9,17,16,39,48,41,29,13,9,0,3,4,4,0,0,397,
"1123331",11,16,20,13,19,32,27,18,19,24,11,25,36,22,19,9,11,0,4,0,0,338,
"1123332",36,18,28,21,38,38,31,30,24,24,27,12,20,11,14,5,9,4,0,0,0,384,
"1123333",25,18,12,23,19,18,29,19,23,19,19,22,17,33,20,20,9,0,0,0,0,351,
"1123334",34,37,22,28,24,41,44,33,24,29,28,23,27,30,36,25,10,11,3,0,0,503,
"1123335",45,32,26,28,48,54,34,32,29,35,30,30,29,22,30,26,39,61,34,14,3,655,
"1123336",37,39,25,36,33,36,39,39,21,23,36,31,30,27,29,23,12,4,0,0,0,527,
"1123337",41,32,21,37,52,37,48,42,23,37,39,42,48,42,22,22,20,16,0,0,0,614,
"1123338",10,11,26,38,36,18,14,10,20,31,46,41,33,20,13,13,12,8,0,0,0,395,
"1123339",35,15,15,14,48,48,41,27,26,30,10,13,20,15,3,4,0,6,4,0,0,376,
"1123340",14,18,18,17,11,25,26,17,18,16,14,20,18,21,16,4,3,0,0,0,0,283,
"1123341",25,28,32,37,35,33,26,26,45,37,34,42,40,28,23,26,12,6,4,0,0,539,
"1123342",32,34,29,30,34,45,42,37,36,35,26,33,34,44,37,19,12,7,7,0,0,560,
"1123343",35,31,24,9,31,38,47,40,31,22,20,26,39,36,26,20,21,3,5,0,0,501,
"1123344",20,39,30,21,41,27,22,16,30,40,29,31,24,27,25,25,45,46,20,8,0,563,
"1123401",17,20,19,12,12,31,36,21,32,21,22,26,17,21,7,3,6,11,3,0,0,350,
"1123402",49,43,33,35,43,69,60,43,33,32,23,30,42,14,11,17,14,22,7,0,0,628,
"1123403",49,47,30,39,64,51,44,42,36,18,23,19,22,19,18,17,12,4,0,0,0,547,
"1123404",22,24,13,20,64,46,38,15,14,17,25,12,5,8,16,4,3,7,5,0,0,362,
"1123405",26,20,17,30,31,27,16,24,19,15,17,21,22,9,11,6,3,4,3,0,0,333,
"1123406",36,33,29,38,52,56,47,29,38,33,32,45,28,24,26,18,13,4,3,4,0,577,
