Australian Bureau of Statistics

"2016 Census - Counting Persons, Place of Usual Residence (MB)"
"SA1 (UR) by HEAP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"HEAP - 1 Digit Level","Postgraduate Degree Level","Graduate Diploma and Graduate Certificate Level","Bachelor Degree Level","Advanced Diploma and Diploma Level","Certificate III & IV Level","Secondary Education - Years 10 and above","Certificate I & II Level","Secondary Education - Years 9 and below","Supplementary Codes","Not stated","Not applicable","Total",
"SA1 (UR)",
"1146914",8,0,20,22,41,66,0,10,9,12,59,243,
"1146915",10,0,34,31,63,146,0,21,14,13,63,397,
"1146916",7,3,36,27,66,124,0,25,6,12,75,383,
"1146917",10,0,25,11,42,53,0,9,3,12,33,190,
"1146918",5,3,37,24,68,136,0,18,8,27,71,407,
"1146919",4,0,32,26,55,124,0,19,10,30,98,404,
"1146920",9,4,40,24,66,125,0,22,13,29,72,408,
"1147001",6,4,29,30,44,128,0,21,13,18,55,354,
"1147002",3,0,39,22,63,100,0,23,12,40,77,397,
"1147003",18,0,36,36,115,192,0,40,30,39,114,624,
"1147004",9,0,25,21,50,113,0,29,10,16,65,342,
"1147005",3,0,35,55,103,213,3,47,23,35,103,622,
"1147006",9,4,57,42,110,219,0,68,25,27,143,704,
"1147007",17,5,76,50,109,213,0,41,18,45,120,680,
"1147008",8,3,24,30,72,151,0,34,12,48,125,513,
"1147009",9,4,27,25,69,105,0,33,6,37,86,392,
"1147010",9,4,31,43,102,225,0,37,8,30,145,625,
"1147011",5,4,32,33,70,118,0,25,4,26,75,394,
"1147012",9,4,29,39,76,158,0,29,4,30,115,497,
"1147013",11,5,52,40,91,166,0,29,22,55,145,614,
"1147014",6,4,16,13,35,81,0,16,6,14,52,244,
"1147015",13,0,18,30,80,143,0,22,13,33,71,424,
"1147016",5,4,39,25,67,133,0,30,16,33,101,462,
"1147017",0,3,36,38,86,175,0,40,9,41,127,547,
"1147018",0,0,22,14,61,100,0,15,7,15,73,306,
"1147019",5,3,33,28,83,165,0,41,15,58,130,569,
"1147020",11,3,37,38,76,172,0,39,16,24,113,525,
"1147021",7,11,32,35,96,130,0,39,14,28,89,476,
"1147022",0,4,35,28,62,124,0,28,16,22,66,378,
"1147023",14,4,50,40,101,147,0,33,12,20,97,522,
"1147024",12,3,45,38,119,196,0,38,21,26,116,620,
"1147026",5,3,39,27,77,129,0,28,16,34,81,435,
"1147027",10,3,10,16,47,101,0,25,18,11,85,329,
"1147028",3,0,18,26,75,104,0,6,13,20,74,342,
"1147029",9,7,44,33,67,116,0,19,19,27,102,447,
"1147030",12,4,35,31,79,144,0,23,9,14,127,479,
"1147031",11,0,41,31,47,117,0,27,7,12,82,378,
"1147032",4,0,43,29,73,181,0,48,11,34,107,532,
"1147033",7,4,38,23,48,101,0,33,12,32,85,380,
"1147034",7,0,58,30,77,124,0,32,10,27,111,483,
"1147035",5,3,33,17,58,126,0,27,22,27,69,383,
"1147036",8,0,29,21,88,152,0,22,18,52,105,495,
"1147037",10,0,31,35,61,130,0,34,10,16,105,426,
"1147038",0,0,15,16,31,123,0,33,3,24,59,307,
"1147039",4,7,28,19,54,120,0,29,23,8,89,380,
"1147040",9,3,35,38,59,140,0,24,10,13,86,424,
"1147042",8,4,27,15,48,110,0,23,17,28,51,338,
"1147043",8,0,22,27,67,105,0,25,16,14,83,374,
"1147044",8,3,30,32,62,108,0,19,9,11,85,368,
"1147045",7,0,31,24,59,107,0,24,7,28,62,350,
"1147046",10,0,17,24,54,96,0,25,17,23,64,321,
"1147047",0,0,3,6,11,39,0,3,0,0,20,88,
"1158001",4,4,21,22,79,177,0,40,22,58,109,536,
"1158002",16,5,26,30,88,156,0,49,18,54,138,578,
"1158003",0,3,11,16,47,148,0,41,12,35,72,380,
"1158004",17,3,58,37,92,232,0,56,23,67,172,755,
"1158005",8,8,33,39,88,187,0,58,19,28,122,600,
"1158006",25,9,56,29,92,233,0,69,21,98,168,791,
"1158007",12,4,45,39,90,169,0,50,21,26,145,592,
"1158008",9,3,20,21,79,237,0,80,13,38,126,617,
"1158009",3,4,22,20,48,108,0,52,11,51,103,429,
"1158010",4,3,16,24,60,181,0,48,27,39,110,516,
"1158011",3,0,16,19,61,129,0,35,16,29,69,376,
"1158012",13,3,23,30,74,162,0,49,17,29,101,507,
"1158013",0,0,19,16,57,143,0,53,13,40,85,444,
"1158014",0,0,16,37,101,174,0,50,23,71,100,573,
"1158015",7,0,30,34,74,196,3,43,21,23,85,521,
"1158016",12,5,24,31,95,159,0,64,15,57,145,601,
"1158017",4,3,23,31,86,195,0,50,25,29,125,573,
"1158018",0,0,5,19,45,105,0,32,11,15,68,307,
"1158019",4,5,31,31,68,128,0,27,14,59,77,438,
"1158020",0,3,19,22,59,144,0,42,15,26,79,405,
"1158021",10,6,45,30,76,204,0,51,24,34,112,584,
"1158022",12,3,24,29,76,144,0,38,16,23,109,479,
"1158101",6,8,44,33,68,135,0,36,9,67,95,503,
"1158102",6,4,52,37,97,223,0,50,16,45,153,683,
"1158103",16,3,39,40,59,147,0,38,19,61,118,556,
"1158104",10,4,23,29,57,172,0,80,16,112,84,587,
"1158105",15,0,50,51,92,184,0,32,18,33,158,637,
"1158106",36,3,86,57,108,232,3,50,31,225,171,1007,
"1158107",9,8,59,49,115,251,0,77,35,80,175,844,
"1158108",22,4,42,42,126,232,0,76,19,68,194,833,
"1158109",16,0,49,30,46,149,0,54,18,81,80,520,
"1158110",11,0,22,22,47,105,0,22,5,67,98,407,
"1158111",16,0,54,34,64,179,0,37,16,49,140,592,
"1158112",10,6,35,26,48,130,0,29,8,43,76,406,
"1158113",10,0,28,28,67,149,3,34,14,57,93,490,
"1158114",11,0,21,13,31,86,0,35,9,16,47,272,
"1158115",0,0,0,0,4,3,0,0,0,0,0,7,
"1158116",0,0,0,0,0,4,0,0,0,0,0,3,
"1158117",0,0,9,19,67,166,0,68,13,58,108,519,
"1158118",7,0,15,26,64,161,0,54,17,62,104,516,
"1158119",0,0,30,24,55,148,0,47,12,47,118,483,
"1158120",5,0,22,28,74,138,0,47,8,32,91,459,
"1158121",0,0,0,0,3,0,0,3,0,0,0,7,
"1158122",7,8,22,17,85,169,3,74,20,54,77,536,
"1158123",5,0,25,18,43,110,0,33,7,20,60,310,
"1158124",3,0,8,14,74,145,0,56,13,64,106,484,
"1158125",6,0,26,27,55,139,4,54,16,51,80,450,
"1158126",0,0,20,22,33,96,0,39,7,62,69,355,
"1158127",3,0,25,23,65,127,0,30,16,59,106,449,
"1158128",0,6,21,34,85,190,4,75,16,69,139,633,
"1158129",0,0,24,22,46,106,0,20,9,25,84,349,
"1158130",12,0,26,21,54,112,0,43,14,38,72,396,
"1158131",0,0,15,16,36,101,0,34,8,31,87,331,
"1158132",6,3,12,13,44,93,0,45,6,38,71,325,
"1158133",0,0,21,16,51,148,0,65,14,62,112,497,
"1158134",9,0,23,28,101,185,0,45,22,70,130,618,
"1158135",0,0,0,0,0,0,0,0,0,0,0,0,
"1147301",38,10,67,21,18,54,0,0,5,24,75,322,
"1147302",64,7,121,36,31,93,0,16,12,25,146,546,
"1147303",22,5,37,27,9,52,0,0,3,3,52,220,
"1147304",47,14,125,33,27,114,0,12,5,31,135,547,
"1147305",26,5,51,19,10,52,0,7,8,23,61,256,
"1147306",0,0,0,0,0,0,0,0,0,0,0,0,
"1147307",0,0,0,0,0,0,0,0,0,1807,0,1807,
"1147308",47,14,125,38,24,82,0,20,18,11,151,538,
"1147309",42,4,79,33,20,62,0,9,11,15,131,404,
"1147310",68,5,207,67,35,152,0,16,19,65,163,787,
"1147311",65,12,121,40,19,107,0,9,12,24,116,530,
"1147312",594,61,1028,307,239,788,0,40,96,678,439,4260,
"1147313",25,5,77,20,17,61,0,12,5,16,99,331,
"1147316",29,6,84,32,18,87,0,4,20,29,35,355,
"1147317",0,0,0,0,0,0,0,0,0,5,0,5,
"1147318",50,8,92,28,13,84,0,9,8,20,87,404,
"1147319",32,9,94,26,19,84,0,8,17,5,99,392,
"1147320",36,3,74,21,5,47,0,9,8,9,71,284,
"1147321",20,6,51,36,42,117,0,18,20,21,112,444,
"1147322",14,4,66,36,49,140,0,43,30,38,120,548,
"1147323",64,13,175,95,84,245,0,44,44,92,187,1041,
"1147324",50,21,145,47,23,131,0,17,15,17,101,563,
"1147325",57,4,123,47,36,88,0,3,21,59,90,513,
"1147326",141,29,307,115,111,232,0,19,21,127,160,1256,
"1147327",62,14,131,38,43,65,0,6,8,38,65,472,
"1147328",42,4,99,34,22,59,0,7,6,28,38,344,
"1147329",126,30,300,109,74,180,0,21,22,114,167,1143,
"1147330",41,10,88,39,37,91,0,8,13,45,46,418,
"1147501",0,0,0,0,0,0,0,0,0,0,0,0,
"1158201",39,3,92,45,28,127,0,30,25,37,99,535,
"1158202",207,0,321,113,50,480,0,53,85,55,227,1591,
"1158203",0,0,0,0,0,0,0,0,0,0,0,0,
"1158204",6,0,26,9,4,59,0,14,14,20,22,171,
"1158205",12,0,74,37,26,202,0,56,50,51,99,601,
"1158206",36,0,96,46,26,177,0,54,54,65,147,705,
"1158207",10,0,42,28,23,113,0,63,43,18,94,433,
"1158208",74,3,119,31,14,159,0,17,31,40,102,584,
"1158209",27,6,44,10,24,102,0,51,36,30,121,451,
"1158210",8,4,28,13,26,108,0,41,13,27,96,357,
"1158211",9,5,48,36,33,182,0,55,51,44,92,552,
"1158212",12,3,43,39,52,213,0,77,47,29,123,631,
"1158213",13,0,39,21,21,108,0,27,28,22,93,376,
"1158214",16,0,36,31,17,116,0,51,29,20,63,373,
"1158215",9,6,42,39,44,201,0,63,50,42,135,626,
"1158216",4,0,40,21,21,104,0,41,27,21,70,351,
"1158217",12,4,27,34,33,197,7,49,37,38,93,523,
"1158218",15,4,26,26,27,98,0,32,30,29,96,377,
"1158219",14,3,38,28,33,171,0,68,39,66,136,596,
"1158220",51,7,100,38,18,186,0,57,40,74,98,663,
"1158221",14,3,45,25,25,106,0,35,45,7,112,428,
"1158222",15,0,37,30,41,174,0,66,26,53,113,555,
"1158223",32,3,68,41,15,145,0,44,33,25,90,499,
"1158224",17,0,48,33,39,155,0,51,22,48,113,540,
"1158225",13,3,27,29,22,139,0,51,34,31,94,452,
"1158226",23,3,45,27,18,135,0,43,28,32,114,465,
"1158227",3,4,22,14,15,79,0,26,5,19,60,241,
"1158228",8,5,48,35,40,204,0,57,42,50,105,592,
"1158229",25,4,53,38,23,120,0,38,25,37,116,468,
"1158230",11,3,40,28,29,169,0,79,30,37,64,503,
"1158231",25,0,37,24,10,140,0,40,37,20,112,445,
"1158232",18,5,52,21,26,139,0,52,39,42,58,450,
"1158233",20,3,63,33,24,178,0,61,39,38,97,565,
"1158234",0,0,0,0,0,4,0,0,0,0,0,13,
"1158235",14,6,42,28,39,133,0,48,45,32,85,463,
"1158236",0,0,0,0,0,0,0,0,0,0,0,0,
"1158301",72,5,167,41,27,167,0,17,20,29,98,653,
"1158302",18,3,45,13,18,95,0,18,29,21,73,330,
"1158303",15,0,17,7,6,40,0,19,16,20,33,160,
"1158304",15,4,47,21,10,129,0,41,23,27,91,410,
"1158305",33,0,49,29,20,111,0,37,39,46,100,460,
"1158306",55,5,125,55,37,194,0,61,48,31,120,732,
"1158307",56,8,133,61,19,194,0,45,32,40,122,700,
"1158308",31,3,74,34,20,118,0,25,32,49,90,493,
"1158309",35,4,76,35,29,144,5,33,66,56,101,584,
"1158310",7,3,29,19,15,79,0,15,28,34,70,308,
"1158311",51,5,77,22,15,170,0,44,50,96,105,635,
"1158312",32,4,70,39,34,174,3,48,74,80,107,672,
"1158313",50,0,135,60,30,223,0,58,48,79,174,857,
"1158314",0,0,0,0,0,0,0,0,0,0,0,0,
"1158315",15,6,58,28,24,184,0,73,39,31,74,524,
"1158316",17,3,31,28,25,170,0,44,32,22,59,432,
"1158317",21,0,54,38,23,168,0,49,39,41,74,507,
"1158318",0,0,0,0,0,0,0,0,0,0,6,0,
"1158319",14,0,15,16,10,47,0,23,27,21,15,189,
"1158320",42,6,100,44,30,210,0,63,58,41,131,727,
"1158321",13,5,39,21,23,113,3,42,23,32,76,384,
"1158322",7,0,38,24,9,114,0,21,43,34,51,343,
"1158323",19,0,34,23,20,92,0,27,35,20,66,342,
"1158324",0,0,0,0,0,13,0,0,9,14,7,48,
"1158325",34,3,61,38,18,120,0,42,34,60,79,495,
"1158326",15,0,20,21,23,93,0,36,38,21,50,342,
"1158401",18,7,59,25,36,194,0,67,30,63,120,630,
"1158402",52,13,143,60,41,232,0,40,43,35,200,862,
"1158403",26,0,60,43,30,145,0,38,35,35,121,534,
"1158404",9,0,43,28,36,195,0,70,41,74,137,628,
"1158405",7,3,46,31,39,194,0,55,37,37,147,600,
"1158406",13,0,36,21,19,93,0,16,20,27,53,292,
"1158407",8,0,33,23,23,112,0,29,20,9,64,314,
"1158408",10,0,40,24,25,180,0,47,30,45,144,548,
"1158409",23,3,63,38,40,151,5,51,31,21,88,505,
"1158410",15,4,40,32,21,106,0,30,20,23,66,349,
"1158411",17,4,45,31,46,140,0,66,27,40,104,528,
"1158412",4,4,27,9,15,92,0,38,16,35,91,335,
"1158413",12,4,36,18,23,149,0,49,23,22,128,457,
"1158414",16,0,36,22,31,148,4,37,34,24,100,454,
"1158415",0,0,0,0,0,0,0,0,0,0,0,0,
"1158416",17,0,41,22,44,153,0,56,23,32,106,487,
"1158417",15,5,47,37,39,192,0,64,32,39,124,582,
"1158418",13,0,46,24,18,125,0,37,24,34,69,385,
"1158419",0,0,0,0,0,0,0,0,0,0,0,0,
"1158501",8,0,34,14,10,84,0,25,10,0,31,225,
"1158502",9,0,43,17,22,138,4,24,20,24,69,375,
"1158503",11,0,39,11,16,69,0,22,24,11,45,245,
"1158504",22,3,56,24,49,200,0,54,55,40,126,628,
"1158505",28,3,71,33,33,148,0,42,27,26,102,517,
"1158506",9,0,50,28,39,177,0,44,29,31,91,503,
"1158507",18,0,90,42,43,185,0,49,25,22,88,565,
"1158508",8,3,37,17,24,118,0,34,21,13,78,359,
"1158509",10,3,92,50,36,150,0,45,44,43,103,573,
"1158510",0,0,0,0,0,0,0,0,0,0,0,0,
"1158511",12,0,33,8,7,57,0,12,10,7,38,190,
"1158512",17,5,56,32,31,162,0,45,27,29,105,497,
"1158513",8,4,33,34,53,78,0,16,11,19,52,309,
"1158514",21,4,45,22,27,96,3,33,27,26,69,368,
"1158515",7,6,43,22,26,106,0,23,25,23,44,316,
"1158516",16,0,63,26,26,106,0,42,21,20,67,393,
"1158517",21,0,62,34,25,122,0,50,23,24,86,438,
"1158518",8,3,57,26,28,106,0,42,18,23,53,377,
"1158519",7,6,48,21,20,97,0,32,23,12,60,324,
"1158520",9,8,36,12,31,104,0,40,23,26,48,342,
"1158521",11,3,43,29,26,84,0,27,17,15,56,312,
"1158522",13,0,39,11,14,106,0,35,11,14,68,314,
"1158523",12,5,25,29,35,129,0,74,31,19,73,423,
"1158524",10,0,52,26,23,89,0,33,34,3,33,302,
"1158601",60,10,168,56,34,156,0,13,25,27,155,692,
"1158602",37,6,96,40,14,93,0,7,18,11,71,393,
"1158603",101,10,267,93,77,305,0,32,35,74,247,1249,
"1158604",20,8,71,29,26,147,0,24,18,36,82,465,
"1158605",40,7,122,58,33,160,0,23,33,45,95,606,
"1158606",31,3,119,53,37,185,0,43,26,38,54,587,
"1158607",0,0,0,0,0,0,0,0,0,0,0,0,
"1158608",22,4,48,39,20,161,0,35,26,72,56,473,
"1158609",23,8,67,31,37,158,0,22,18,44,52,443,
"1158610",59,11,134,69,37,239,0,32,32,43,92,741,
"1158611",76,12,242,91,46,316,0,25,42,142,111,1105,
"1158612",16,4,46,25,22,104,0,36,6,25,40,314,
"1158613",20,0,46,25,10,120,0,20,15,14,57,324,
"1158614",21,9,100,37,25,219,0,75,35,38,72,632,
"1158615",21,3,54,22,36,126,0,24,25,18,79,414,
"1158616",19,5,51,17,28,114,0,31,25,26,81,404,
"1158617",20,3,58,32,24,95,0,12,19,17,60,336,
"1158618",12,0,46,20,22,119,0,31,16,11,59,342,
"1158619",12,4,42,24,36,93,0,27,7,26,77,346,
"1158620",22,9,99,48,36,207,0,46,33,38,94,630,
"1158621",15,3,67,35,37,117,0,32,28,28,41,398,
"1158622",29,3,102,49,42,194,0,34,27,86,98,657,
"1158623",28,3,92,40,30,228,0,54,41,56,94,672,
"1158624",11,0,63,32,20,113,0,30,21,31,32,348,
"1158625",18,3,48,25,17,72,0,11,19,34,38,288,
"1158626",50,3,157,65,44,231,0,27,40,69,112,801,
"1158627",19,12,76,46,27,193,0,45,32,14,72,526,
"1158628",0,0,0,0,0,0,0,0,0,0,0,0,
"1158629",29,7,85,46,34,155,0,34,18,27,59,478,
"1158630",6,3,60,12,18,85,0,19,14,10,40,263,
"1158631",68,14,185,91,36,298,0,26,39,42,123,929,
"1158632",8,3,39,30,38,80,0,11,10,21,59,304,
"1158633",27,6,90,41,39,199,0,58,33,44,95,642,
"1158634",0,0,0,0,0,0,0,0,0,0,0,0,
"1158635",13,4,66,36,12,140,0,19,23,25,63,400,
"1158636",0,0,0,0,0,0,0,0,0,0,0,3,
"1158637",20,8,43,23,27,119,0,30,28,31,57,383,
"1158638",8,3,51,25,18,112,0,27,12,26,68,361,
"1158639",25,0,85,45,39,193,0,53,40,43,75,599,
"1158640",13,0,35,30,26,107,0,18,18,33,41,322,
"1158641",29,3,101,54,50,186,0,66,41,50,95,693,
"1158642",9,6,67,24,26,130,0,33,24,39,60,424,
"1158643",0,0,0,0,0,0,0,0,0,0,0,0,
"1158701",6,0,46,25,32,131,0,34,24,25,64,383,
"1158702",12,5,61,41,47,182,0,35,26,30,120,575,
"1158703",8,3,41,33,45,140,0,42,25,42,83,468,
"1158704",34,3,62,38,28,150,0,32,18,49,88,496,
"1158705",22,3,38,32,30,116,0,37,28,17,67,384,
"1158706",11,4,40,30,36,116,0,32,19,14,86,392,
"1158707",5,0,29,12,16,72,0,27,20,8,48,235,
"1158708",13,5,41,15,34,153,0,69,9,32,83,470,
"1158709",7,3,23,20,18,93,0,35,18,22,41,284,
"1158710",23,4,72,40,30,133,0,27,26,23,114,496,
"1158711",17,0,57,40,33,95,0,23,27,18,84,402,
"1158712",0,0,0,0,4,3,0,0,3,3,9,28,
"1158713",6,3,37,31,36,124,0,60,20,29,104,453,
"1147601",25,3,59,22,28,59,0,21,14,15,54,292,
"1147602",41,9,90,34,26,89,0,12,15,13,81,410,
"1147603",69,7,78,49,23,96,0,25,19,132,131,628,
"1147604",29,10,110,43,41,113,0,23,16,40,118,544,
"1147605",37,7,88,29,33,97,0,20,12,24,95,454,
"1147606",26,3,52,27,33,103,0,24,13,17,50,353,
"1147607",31,10,75,24,20,58,0,5,8,0,63,305,
"1147608",49,12,120,42,44,103,0,32,16,22,114,553,
"1147609",43,12,104,40,37,115,0,25,18,13,95,488,
"1147610",48,8,108,40,29,136,0,26,24,24,88,525,
"1147611",38,0,82,25,31,90,0,20,10,14,70,386,
"1147612",120,14,225,77,51,189,0,24,25,48,214,981,
"1147613",37,6,70,27,13,75,0,15,6,17,70,333,
"1147614",48,13,105,33,30,132,0,18,17,23,85,513,
"1147615",50,16,122,55,31,181,0,30,33,14,96,633,
"1147616",31,7,69,24,5,72,0,14,7,13,53,301,
"1147617",59,15,112,47,30,105,0,16,23,16,109,537,
"1147618",36,7,88,26,19,76,0,12,17,11,83,375,
"1147619",41,4,104,41,37,130,0,22,8,19,96,503,
"1147620",31,7,60,26,19,80,0,11,7,14,55,302,
"1147621",29,5,76,22,21,93,0,11,10,4,68,348,
"1147622",40,14,85,34,33,119,0,15,12,29,77,459,
"1147623",54,8,104,45,33,113,0,15,23,11,123,534,
"1147624",134,11,185,65,38,183,0,26,21,34,217,921,
"1147625",29,4,107,52,30,140,0,33,23,28,84,532,
"1147626",34,5,118,47,45,134,0,17,19,25,90,538,
"1147627",20,13,50,25,13,61,0,8,11,9,53,264,
"1147628",208,26,334,93,58,329,0,41,48,58,356,1542,
"1147629",33,5,61,38,33,102,0,12,20,31,60,397,
"1147630",45,3,102,37,41,112,0,15,10,16,119,500,
"1147631",35,4,82,48,37,128,0,32,26,25,60,484,
"1147632",33,3,85,42,39,106,0,20,21,14,67,430,
"1147633",36,13,121,60,58,147,0,24,24,17,123,614,
"1147634",26,4,56,33,20,94,0,15,15,8,67,340,
"1147635",35,10,101,46,45,122,0,21,14,15,97,513,
"1147636",26,6,66,22,24,93,0,21,13,5,55,326,
"1147637",49,10,121,50,50,141,0,22,21,33,111,614,
"1147638",50,4,74,31,28,100,0,12,15,17,66,409,
"1147639",42,19,74,38,29,109,0,21,17,15,104,470,
"1147640",46,12,93,35,15,81,0,5,21,11,79,400,
"1147641",43,14,85,38,25,92,0,23,11,25,60,418,
"1147642",54,14,137,65,41,136,0,14,22,18,149,650,
"1147643",41,5,81,21,18,97,0,11,16,5,57,357,
"1147644",35,0,101,43,43,116,0,13,17,19,103,481,
"1147645",26,9,70,31,24,81,0,14,11,20,69,350,
"1147646",45,10,88,43,53,139,0,22,24,37,95,564,
"1147647",32,8,61,25,25,81,0,11,13,17,68,343,
"1147648",16,5,72,48,37,127,0,25,34,17,64,454,
"1147649",52,7,114,45,36,127,0,21,19,21,99,535,
"1147650",28,3,85,32,31,87,0,17,19,13,56,379,
"1147651",22,8,56,25,39,82,0,20,10,17,49,319,
"1147652",57,3,112,52,34,150,0,25,19,25,90,571,
"1147653",58,15,129,53,38,144,0,18,16,3,99,568,
"1147654",22,9,54,25,24,64,0,9,7,24,74,298,
"1147655",39,7,103,54,45,133,3,27,21,21,80,523,
"1147656",16,6,62,51,41,137,3,49,25,67,34,495,
"1147701",41,7,83,37,27,136,0,22,27,13,74,458,
"1147702",0,0,0,0,0,0,0,0,98,0,0,98,
"1147703",13,0,32,19,23,85,0,5,18,16,26,236,
"1147704",25,6,35,32,44,77,0,9,20,6,69,318,
"1147705",0,0,0,0,0,0,0,0,0,0,0,0,
"1147706",30,10,108,45,68,165,0,47,13,28,133,647,
"1147707",21,0,70,41,19,83,0,9,12,16,57,334,
"1147708",27,0,52,28,15,70,0,14,19,4,73,306,
"1147709",15,3,39,21,22,80,0,17,14,17,43,260,
"1147710",12,0,49,24,31,80,0,20,14,7,65,304,
"1147711",16,3,43,31,51,128,0,32,8,50,102,473,
"1147712",12,3,40,15,38,73,0,16,10,12,75,294,
"1147713",17,3,38,23,37,100,0,30,14,29,66,364,
"1147714",21,4,52,31,48,108,0,21,15,29,93,408,
"1147715",27,3,74,46,70,159,0,56,20,33,121,601,
"1147716",4,5,41,14,25,69,0,23,16,19,30,253,
"1147717",25,0,71,45,75,158,0,58,36,78,108,638,
"1147718",83,20,193,136,136,265,0,23,28,88,340,1304,
"1147719",9,3,57,33,53,121,0,32,15,17,92,437,
"1147720",21,7,69,32,53,112,0,34,20,6,97,456,
"1147721",0,0,0,0,0,6,0,3,0,0,0,15,
"1147722",16,3,69,27,26,113,0,24,12,48,83,433,
"1147723",0,0,0,0,0,0,0,0,0,0,0,0,
"1147724",21,6,54,26,54,105,0,36,13,21,110,453,
"1147725",26,3,78,27,51,117,0,28,7,27,94,460,
"1147726",26,6,49,40,51,127,0,24,24,19,90,455,
"1147727",28,11,78,41,52,132,0,32,15,32,107,525,
"1147728",20,4,38,33,43,73,0,9,13,23,51,302,
"1147729",36,13,95,55,61,128,0,26,17,29,106,569,
"1147730",0,0,0,0,0,3,0,0,0,0,0,6,
"1147731",8,4,39,26,27,60,0,6,11,4,48,245,
"1147732",18,6,54,29,54,109,0,16,14,16,63,366,
"1147733",14,6,43,37,29,99,0,36,6,22,65,352,
"1147734",27,3,59,35,60,153,6,51,22,33,103,555,
"1147735",5,0,21,22,37,72,0,31,10,34,35,269,
"1147736",15,4,60,26,50,108,0,27,3,21,89,398,
"1147737",35,5,78,52,74,154,0,23,12,16,109,559,
"1147738",25,4,61,23,19,89,0,21,7,18,60,331,
"1147739",0,0,0,0,3,7,0,0,0,9,4,17,
"1147740",39,12,96,64,74,185,0,28,20,32,136,676,
"1147741",15,4,65,45,60,176,0,35,28,76,76,579,
"1147742",19,9,62,25,66,127,0,41,22,13,84,465,
"1147743",70,6,157,59,47,134,0,24,17,43,157,713,
"1147744",14,8,60,40,88,123,0,39,29,39,124,565,
"1147745",46,7,111,64,59,163,0,31,27,44,143,693,
"1147746",43,4,90,33,11,108,0,13,7,14,109,422,
"1147747",25,0,80,33,42,128,0,30,18,50,105,510,
"1147748",35,5,89,43,42,138,0,43,18,31,109,547,
"1147749",25,6,46,26,37,127,0,39,21,23,71,423,
"1147750",19,9,84,59,67,191,0,53,32,67,108,677,
"1147751",7,4,32,19,27,64,0,31,9,9,70,266,
"1147752",18,3,34,34,51,107,0,25,15,21,88,387,
"1147801",45,7,122,60,55,123,0,11,19,32,101,579,
"1147802",32,7,73,28,36,82,0,22,17,25,69,382,
"1147803",18,0,31,19,33,81,0,27,13,36,51,320,
"1147804",10,4,55,23,25,86,0,15,10,13,83,323,
"1147805",47,9,99,47,59,143,0,40,24,60,118,636,
"1147806",21,4,43,34,34,210,0,75,43,121,66,643,
"1147807",23,0,51,32,32,93,0,24,19,15,60,347,
"1147808",16,9,47,21,42,100,0,22,20,36,65,393,
"1147809",23,7,57,27,25,91,0,22,20,51,79,405,
"1147810",38,4,112,55,38,115,0,17,8,18,89,493,
"1147811",23,7,86,30,28,87,0,23,7,12,75,370,
"1147812",13,3,50,26,23,82,0,20,14,24,39,293,
"1147813",26,5,76,44,61,121,0,19,17,16,123,512,
"1147814",31,3,76,23,27,84,0,11,13,26,59,347,
"1147815",11,9,78,41,31,99,0,18,13,26,83,416,
"1147816",26,12,125,55,56,130,0,30,22,29,80,558,
"1147817",39,10,79,31,34,86,0,24,8,42,89,436,
"1147818",36,9,70,35,38,92,0,22,15,21,83,431,
"1147819",74,3,123,53,67,155,0,25,18,35,144,707,
"1147820",7,0,26,24,19,60,0,23,11,31,25,213,
"1147821",44,11,96,44,23,97,0,14,16,18,70,436,
"1147822",17,0,51,27,29,93,0,11,11,27,62,336,
"1147823",25,7,78,42,27,122,0,19,8,31,100,470,
"1147824",35,11,101,44,66,149,0,46,26,24,95,591,
"1147825",79,11,148,56,79,224,0,36,28,24,146,832,
"1147826",34,4,78,33,48,121,0,34,23,20,113,508,
"1147827",26,13,70,31,28,107,0,15,16,15,74,393,
"1147828",39,5,81,57,56,195,0,47,29,74,115,696,
"1147829",74,12,134,58,44,149,0,26,21,21,149,684,
"1147830",41,15,121,53,42,144,0,11,20,18,128,581,
"1147831",20,6,91,46,51,106,0,13,16,15,68,435,
"1147832",40,3,62,24,35,73,0,16,3,16,78,362,
"1147833",23,7,49,19,17,64,0,13,5,9,54,256,
"1147834",33,7,103,52,45,103,0,15,12,23,97,481,
"1147835",38,3,77,29,21,77,0,12,14,9,67,336,
"1147836",39,12,101,46,55,119,0,13,15,21,128,546,
"1147837",30,9,64,34,47,129,0,27,9,40,128,500,
"1147838",31,6,85,33,64,141,0,32,15,41,100,551,
"1147901",9,4,32,42,49,152,0,51,27,91,139,594,
"1147902",10,9,57,37,65,157,4,61,31,26,139,594,
"1147903",9,11,46,46,48,179,0,55,21,56,119,592,
"1147904",5,0,55,33,40,160,0,50,14,51,76,481,
"1147905",7,0,31,17,33,100,0,23,17,38,69,331,
"1147906",15,3,35,37,48,146,0,34,17,18,115,476,
"1147907",15,4,59,39,59,212,0,74,36,45,127,670,
"1147908",10,0,53,30,49,166,0,41,25,39,147,560,
"1147909",0,0,0,0,0,8,0,0,0,4,0,9,
"1147910",9,3,31,14,28,112,0,29,19,28,54,319,
"1147911",15,0,44,40,81,138,0,48,24,30,145,563,
"1147912",7,0,30,19,30,162,3,52,31,55,106,512,
